input_latitude,input_longitude,ll_uuid,parcel_address,parcel_city,parcel_state,parcel_zip,county,usecode,usedesc,zoning,zoning_description,zoning_type,zoning_subtype,structstyle,numunits,numstories,yearbuilt,sqft,acres,parcel_centroid_lat,parcel_centroid_lon,home_id,fema_flood_zone,fema_zone_subtype,fema_sfha,fema_static_bfe,fema_study_type,fema_zone_desc,fema_api_status,crime_burglary_residence,crime_arson,crime_robbery,crime_burglary_other,crime_theft_motor_vehicle,crime_theft_other,crime_vandalism,crime_other_property,crime_total,crime_insurance_score,hail_events_5yr,hail_max_size_in,hail_avg_size_in,hail_severe_events,hail_extreme_events,hail_damage_total_usd,tornado_events_5yr,tornado_damage_usd,tornado_max_fscale,wind_events_5yr,wind_max_mph,wind_damage_usd,flash_flood_events_5yr,flash_flood_damage_usd,storm_risk_score
32.870464,-96.8687,ae453512-e92f-4af4-9c47-b967a278e80a,3235 LOMBARDY LN,DALLAS,TX,75220-3338,dallas,2,COMMERCIAL - VACANT PLOTTED LOTS/TRACTS,MF-2(A,Multifamily District 2,Residential,Multi Family,LAND ONLY,0.0,,,,,32.870664,-96.870892,296,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,1,4,0,14,0,0,19,19.2,9,1.5,1.03,1,0,1000.0,3,1550022000.0,3,4,78.0,45000.0,2,0.0,39.0
32.964334,-96.61635,60b946c2-ea74-4d2d-bd96-1fdf71f2bef1,1201 HOWARD LN,GARLAND,TX,75044-5213,dallas,1,SINGLE FAMILY RESIDENCES,PD/SF-7,Planned Development Single Family 7,Planned,Planned,SPECIAL (DESCRIBE IN COMMENTS),,1.0,2006.0,,,32.963849,-96.616442,297,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,19,2.25,1.35,7,4,385000.0,1,10000000.0,1,4,60.0,12000.0,4,3000.0,77.0
32.742926,-96.639431,ec4fcd9f-e59d-4b71-8832-c0f81776509f,1718 CHEYENNE RD,DALLAS,TX,75217-3205,dallas,1,SINGLE FAMILY RESIDENCES,R-7.5(A,Single Family District 7500 Square Feet,Residential,Single Family,04,,1.0,1959.0,,,32.742823,-96.639429,298,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,2,1,0,4,0,0,7,8.7,12,2.0,1.3,4,2,317000.0,1,10000.0,0,6,65.0,113000.0,4,501020000.0,49.0
32.822758,-96.768093,de16c509-fb94-4e85-9f3f-e3b401d7ec69,5746 VICKERY BLVD,DALLAS,TX,75206-6361,dallas,2,MFR - APARTMENTS,R-7.5(A,Single Family District 7500 Square Feet,Residential,Single Family,APARTMENT (BRICK EXTERIOR),8.0,2.0,1935.0,,,32.822687,-96.768191,299,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,10,0,40,0,0,50,47.0,13,1.75,1.1,2,0,6000.0,1,2000.0,0,6,61.0,10065000.0,9,350160000.0,44.0
32.83696,-96.81282,52c7abf5-8679-4c49-886e-371357b87ca2,4452 MOCKINGBIRD PKWY,UNIVERSITY PARK,TX,75205-2740,dallas,1,SINGLE FAMILY RESIDENCES,SF-4,Single Family District 4,Residential,Single Family,09,,1.0,1927.0,,,32.837023,-96.812816,300,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,2,0,0,2,1.6,11,1.5,1.02,1,0,1000.0,2,52000.0,1,7,66.0,10030000.0,8,350160000.0,44.5
32.959725,-96.746299,0dfe9be3-8880-4b2b-a1d2-e7a192c7f56f,711 W ARAPAHO RD,RICHARDSON,TX,75080,dallas,2,COMMERCIAL IMPROVEMENTS,R-1250-M,Residential District,Residential,Single Family,RECREATION BUILDING,0.0,1.0,1970.0,,,32.960552,-96.745164,301,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,22,3.0,1.28,8,3,1178000.0,1,50000.0,1,16,67.0,31500.0,3,90000.0,82.0
32.971635,-96.85494,f1257bb7-d47a-4964-a3c7-5ac3623c7ef0,2250 MARSH LN,CARROLLTON,TX,75006-2666,dallas,2,MFR - APARTMENTS,MF-15,Multifamily Residential District,Residential,Multi Family,APARTMENT (BRICK EXTERIOR),150.0,2.0,1984.0,,,32.97229,-96.854424,302,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,16,1.0,0.9,0,0,0.0,2,40000.0,0,13,78.0,297500.0,2,150000.0,34.5
32.671719,-96.807643,7814c8b2-4758-4a23-a91a-18bc39d2c3bc,6301 UNIVERSITY HILLS BLVD,DALLAS,TX,75241,dallas,2,COMMERCIAL - VACANT PLOTTED LOTS/TRACTS,R-7.5(A,Single Family District 7500 Square Feet,Residential,Single Family,LAND ONLY,0.0,,,,,32.670858,-96.808982,303,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,3,0,0,3,2.4,6,2.0,1.25,2,2,300000.0,0,0.0,0,8,56.0,85000.0,2,90000.0,30.0
32.951751,-96.670038,d959d787-4f4a-4eec-99f3-03f4da3f5d2c,2717 APOLLO RD,GARLAND,TX,75044-6203,dallas,1,SINGLE FAMILY RESIDENCES,SF-7,Single Family 7,Residential,Single Family,14,,1.0,1979.0,,,32.951757,-96.670012,304,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,24,2.25,1.31,9,4,383000.0,1,400000000.0,2,9,60.0,23500.0,5,60000.0,95.5
32.730657,-96.855236,d3d1f05e-82c4-416f-bf36-7ce9a9402a43,1326 HOLLYWOOD AVE,DALLAS,TX,75208-7725,dallas,1,SINGLE FAMILY RESIDENCES,R-7.5(A,Single Family District 7500 Square Feet,Residential,Single Family,09,,1.0,1930.0,,,32.730599,-96.855217,305,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,2,0,11,0,0,13,11.8,6,2.0,1.25,2,2,300000.0,0,0.0,0,7,56.0,5000.0,4,50090000.0,33.5
32.914375,-96.564157,4bdc85a1-926e-4951-be21-78f4af3c5b0b,6005 INDEPENDENCE CT,ROWLETT,TX,75089-5221,dallas,1,SINGLE FAMILY RESIDENCES,SF-9,Single Family Residential,Residential,Single Family,16,,2.0,2001.0,,,32.91419,-96.564058,306,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,13,2.25,1.21,3,2,200000.0,3,20010000.0,1,6,61.0,1027000.0,2,3000.0,54.0
32.957481,-96.763593,8348642e-7617-4e96-9d2d-6b945a71f082,1320 HOLLY DR,RICHARDSON,TX,75080-4770,dallas,2,COMMERCIAL IMPROVEMENTS,R-1100-M,Residential District,Residential,Single Family,CHURCH BUILDING,0.0,1.0,1961.0,,,32.957347,-96.764129,307,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,23,2.25,1.2,7,2,178000.0,1,50000.0,1,15,67.0,31500.0,3,90000.0,74.5
32.746492,-96.862841,b84c269c-3bce-475c-b32c-df8f48477206,2707 ALCO AVE,DALLAS,TX,75211-2732,dallas,1,SINGLE FAMILY RESIDENCES,R-7.5(A,Single Family District 7500 Square Feet,Residential,Single Family,13,,1.0,1967.0,,,32.746549,-96.862841,308,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,3,5,0,44,0,0,52,48.7,7,2.0,1.29,3,2,300000.0,0,0.0,0,7,56.0,5000.0,4,50090000.0,37.5
32.7826,-96.840219,a0b733d0-f284-4b16-a999-cd54c4d0fee9,3335 N WINNETKA AVE,DALLAS,TX,75212-2709,dallas,1,SFR - VACANT LOTS/TRACTS,R-5(A,Single Family District 5000 Square Feet,Residential,Single Family,LAND ONLY,,,,,,32.7826,-96.840051,309,X,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,5,0,13,0,0,18,17.9,14,2.0,1.07,3,1,156000.0,1,2000.0,0,8,66.0,10080000.0,7,350150000.0,50.0
32.897323,-96.849927,5c3dc8a4-27f8-4062-81c9-c1dec9089c75,3805 ROYAL LN,DALLAS,TX,75229-3958,dallas,2,COMMERCIAL - VACANT PLOTTED LOTS/TRACTS,R-16(A,Single Family District 16000 Square Feet,Residential,Single Family,LAND ONLY,0.0,,,,,32.896385,-96.850029,310,AE,,T,-9999.0,NP,"High risk – 1% annual chance flood, BFE determined",ok,0,0,0,1,0,4,0,0,5,4.7,11,1.25,0.94,0,0,0.0,4,1550072000.0,3,10,78.0,145000.0,0,0.0,41.0
32.980628,-96.690606,a21ea75f-63bb-42db-98ea-dad578663e92,1500 LOOKOUT DR,RICHARDSON,TX,75082-4532,dallas,2,COMMERCIAL IMPROVEMENTS,R-1800-M,Residential District,Residential,Single Family,CONVERTED RESIDENCE (BRICK EXTERIOR),0.0,1.0,1990.0,,,32.980631,-96.68783,311,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,27,3.0,1.48,14,6,1563000.0,0,0.0,0,12,67.0,20500.0,5,60000.0,115.0
32.941006,-96.639012,fd72133f-0ab6-42c4-a0cd-62872fd800eb,2414 PARKSIDE DR,GARLAND,TX,75040-3649,dallas,1,SINGLE FAMILY RESIDENCES,SF-7,Single Family 7,Residential,Single Family,16,,1.0,1977.0,,,32.941078,-96.638799,312,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,20,2.25,1.31,7,4,380000.0,2,410000000.0,2,6,60.0,18500.0,5,33000.0,88.0
32.801943,-96.795542,52abf799-3da3-4b16-90ad-b109d9959193,2700 LEMMON AVE,DALLAS,TX,75204,dallas,2,COMMERCIAL - VACANT PLOTTED LOTS/TRACTS,MF-2(A,Multifamily District 2,Residential,Multi Family,LAND ONLY,0.0,,,,,32.802754,-96.795079,313,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,1,5,32,0,103,0,0,141,144.4,13,1.75,1.06,2,0,6000.0,1,2000.0,0,10,66.0,10080000.0,8,350150000.0,44.0
32.943209,-96.640769,e68c5a9e-1da8-4646-95e0-699d11d4febf,914 FAIR OAKS DR,GARLAND,TX,75040-3659,dallas,1,SINGLE FAMILY RESIDENCES,SF-7,Single Family 7,Residential,Single Family,16,,1.0,1977.0,,,32.94329,-96.640846,314,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,24,2.25,1.34,10,5,453000.0,2,410000000.0,2,6,60.0,18500.0,5,33000.0,106.0
32.979353,-96.905525,26b19833-600b-40aa-a871-9a62435ff134,1317 STONEWOOD DR,CARROLLTON,TX,75006-1518,dallas,1,SINGLE FAMILY RESIDENCES,SF-10/18,Single Family Residential District,Residential,Single Family,18,,1.0,1979.0,,,32.979368,-96.905257,315,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,11,1.0,0.92,0,0,0.0,2,40000.0,0,13,78.0,299500.0,2,150000.0,29.5
32.72223,-96.885809,f50f91b6-bb4e-49b9-85c9-a79060b178c9,2130 RIVIERA DR,DALLAS,TX,75211-8427,dallas,1,SINGLE FAMILY RESIDENCES,R-5(A,Single Family District 5000 Square Feet,Residential,Single Family,04,,1.0,1956.0,,,32.722317,-96.885983,316,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,1,5,0,51,0,0,57,50.3,8,2.0,1.25,3,2,300000.0,0,0.0,0,7,56.0,5000.0,2,90000.0,34.5
32.868065,-96.726287,763ba0d2-aae2-4698-be6c-96fa6b8e6e00,8018 NIMROD TRL,DALLAS,TX,75238-3357,dallas,1,SINGLE FAMILY RESIDENCES,R-7.5(A,Single Family District 7500 Square Feet,Residential,Single Family,18,,2.0,1992.0,,,32.867957,-96.726169,317,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,5,0,0,5,4.0,12,1.75,1.12,2,0,18000.0,3,400052000.0,2,6,61.0,15000.0,2,160000.0,43.0
32.833472,-96.650267,2ca95139-edfd-4e06-aab7-06914f7c6605,3530 LA PRADA DR,MESQUITE,TX,75150-1039,dallas,1,SINGLE FAMILY RESIDENCES,R-3,Single Family Residential,Residential,Single Family,13,,1.0,1959.0,,,32.833518,-96.650384,318,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,6,1.75,1.15,1,0,7000.0,1,400000000.0,2,3,50.0,5000.0,1,20000.0,22.5
32.820811,-96.666963,9f22a60d-9caa-47b6-9191-1369ab822ee7,2729 MAVERICK AVE,DALLAS,TX,75228-4061,dallas,1,SINGLE FAMILY RESIDENCES,R-7.5(A,Single Family District 7500 Square Feet,Residential,Single Family,15,,1.0,1955.0,,,32.820822,-96.667008,319,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,1,0,1,0,4,0,0,6,8.7,7,1.75,1.13,1,0,7000.0,0,0.0,0,3,50.0,5000.0,2,20000.0,15.5
32.817458,-96.611218,94c6c1c7-120a-4c8d-a6ce-359faf0b3e2b,919 GREEN CANYON DR,MESQUITE,TX,75150-4346,dallas,2,COMMERCIAL IMPROVEMENTS,R-1,Single Family Residential,Residential,Single Family,SCHOOL,0.0,2.0,1995.0,,,32.81799,-96.609859,320,A,,T,-9999.0,NP,"High risk – 1% annual chance flood, no BFE determined",ok,0,0,0,0,0,0,0,0,0,0.0,9,1.75,1.11,1,0,7000.0,1,10000.0,0,6,59.0,30000.0,2,1020000.0,23.0
32.945976,-96.789457,0c5b21d1-bb7a-46c2-8dc9-06b55b119846,6616 BRIAR COVE DR,DALLAS,TX,75254-7902,dallas,1,SINGLE FAMILY RESIDENCES,R-16(A,Single Family District 16000 Square Feet,Residential,Single Family,23,,1.0,1962.0,,,32.946169,-96.789313,321,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,6,0,0,6,4.8,20,2.0,1.11,4,1,68000.0,2,70000.0,1,13,67.0,19500.0,3,90000.0,60.5
32.723302,-96.786435,59971b69-437f-40cd-b70b-6575a800952d,2233 VAN CLEAVE DR,DALLAS,TX,75216-2624,dallas,1,SINGLE FAMILY RESIDENCES,R-7.5(A,Single Family District 7500 Square Feet,Residential,Single Family,15,,1.0,1954.0,,,32.723465,-96.786367,322,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,1,0,0,15,0,0,16,14.0,8,2.0,1.12,2,1,155000.0,0,0.0,0,6,60.0,10105000.0,3,350015000.0,28.0
32.727181,-96.891943,6d2175cf-2aeb-4546-8838-e02fbc775020,1730 ASHLEY TRL,DALLAS,TX,75211-6429,dallas,1,SINGLE FAMILY RESIDENCES,R-5(A,Single Family District 5000 Square Feet,Residential,Single Family,14,,1.0,1997.0,,,32.727221,-96.891771,323,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,8,0,15,0,0,23,24.0,9,2.0,1.25,3,2,300000.0,0,0.0,0,7,56.0,5000.0,2,90000.0,35.5
32.838251,-96.649587,4a0b7cbc-78f0-4a43-8903-d4aad67322f6,11084 STRAYHORN DR,DALLAS,TX,75228-2449,dallas,1,SINGLE FAMILY RESIDENCES,R-16(A,Single Family District 16000 Square Feet,Residential,Single Family,15,,1.0,1966.0,,,32.838361,-96.649438,324,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,6,1.75,1.15,1,0,7000.0,1,400000000.0,2,3,50.0,5000.0,1,20000.0,22.5
32.798176,-96.617473,a7a16562-e6ba-4eb6-a971-8863df30d789,1513 ABILENE DR,MESQUITE,TX,75150-6048,dallas,1,MFR - DUPLEXES,D,Duplex Residential,Residential,Two Family,14,,1.0,1983.0,,,32.798368,-96.617627,325,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,10,1.75,1.1,1,0,7000.0,1,10000.0,0,7,65.0,105000.0,4,501020000.0,28.5
32.699351,-96.763259,1c637b9a-8e69-4297-8290-f0bf085aacff,3241 E LEDBETTER DR,DALLAS,TX,75216-7708,dallas,1,SINGLE FAMILY RESIDENCES,R-5(A,Single Family District 5000 Square Feet,Residential,Single Family,04,,1.0,1955.0,,,32.699277,-96.763098,326,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,10,7,0,50,0,0,67,70.5,5,2.0,1.5,3,2,305000.0,0,0.0,0,3,60.0,100000.0,1,15000.0,27.5
32.718619,-96.903559,3e961851-20e0-40cc-be50-6466faa3bbe4,2500 DUNCANVILLE RD,DALLAS,TX,75211,dallas,2,MFR - APARTMENTS,MF-2(A,Multifamily District 2,Residential,Multi Family,APARTMENT (BRICK EXTERIOR),288.0,2.0,1970.0,,,32.718406,-96.905752,327,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,1,2,0,65,0,0,68,57.0,11,2.0,1.2,3,2,300000.0,0,0.0,0,8,70.0,5000.0,2,90000.0,38.0
32.968391,-96.856611,f086a8ec-e4ce-420e-9830-97c579d10859,2833 PRESCOTT DR,CARROLLTON,TX,75006-4815,dallas,1,MFR - DUPLEXES,D,Duplex Residential District,Residential,Two Family,16,,1.0,1979.0,,,32.968518,-96.856609,328,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,15,1.25,0.91,0,0,0.0,2,40000.0,0,13,78.0,297500.0,2,150000.0,33.5
32.705382,-96.662499,cf59576d-3f26-4c60-a59f-58a2a38ddc9f,401 MIRROR LAKE DR,DALLAS,TX,75217-7402,dallas,1,SINGLE FAMILY RESIDENCES,R-7.5(A,Single Family District 7500 Square Feet,Residential,Single Family,SPECIAL (DESCRIBE IN COMMENTS),,,,,,32.705225,-96.662206,329,AE,,T,-9999.0,NP,"High risk – 1% annual chance flood, BFE determined",ok,0,0,1,4,0,19,0,0,24,23.2,7,2.0,1.39,3,2,310000.0,1,10000.0,0,3,65.0,88000.0,2,500000000.0,35.5
32.671375,-96.812631,9c511313-c97d-437c-bd86-36e6d1fec6ae,800 E RED BIRD LN,DALLAS,TX,75241,dallas,2,COMMERCIAL IMPROVEMENTS,R-7.5(A,Single Family District 7500 Square Feet,Residential,Single Family,CONVERTED RESIDENCE (FRAME EXTERIOR),0.0,1.0,1960.0,,,32.672334,-96.812169,330,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,1,0,0,0,0,1,1.5,8,2.0,1.16,2,2,300000.0,0,0.0,0,8,56.0,85000.0,2,90000.0,32.0
32.95838,-96.621663,235df5f9-27ab-4213-9b49-a11cb38c187f,4626 FIREWHEEL DR,GARLAND,TX,75044-5105,dallas,1,SINGLE FAMILY RESIDENCES,PD/SF-10,Planned Development And Single Family 10,Planned,Planned,21,,2.0,1999.0,,,32.958389,-96.621788,331,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,21,2.25,1.32,7,4,385000.0,1,10000000.0,1,4,60.0,12000.0,4,3000.0,79.0
32.815457,-96.926555,dc5a0760-b361-4d62-8b13-bd8b212731fd,299 N IRVING HEIGHTS DR,IRVING,TX,75061-7926,dallas,2,COMMERCIAL - VACANT PLOTTED LOTS/TRACTS,R-6,Single Family Residential,Residential,Single Family,LAND ONLY,0.0,,,,,32.816013,-96.926646,332,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,10,1.5,1.18,2,0,0.0,2,1550000000.0,3,2,52.0,0.0,1,0.0,36.0
32.682161,-96.556488,8126b004-a361-4923-9d44-3a044400ab3b,2126 PALOMINO LN,SEAGOVILLE,TX,75159,dallas,1,SINGLE FAMILY RESIDENCES,R-2,Single Family Dwelling District,Residential,Single Family,18,,,2024.0,,,32.682164,-96.55643,333,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,1,0,0,1,0.8,2,1.0,1.0,0,0,0.0,0,0.0,0,4,70.0,180000.0,2,200000.0,8.0
32.983417,-96.738046,3e4d7b40-b4ba-41bb-966d-7659d9dc131e,2211 SHADY CREEK DR,RICHARDSON,TX,75080-2345,dallas,1,SINGLE FAMILY RESIDENCES,R-1100-M,Residential District,Residential,Single Family,21,,2.0,1967.0,,,32.983323,-96.738203,334,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,23,3.0,1.3,9,3,1278000.0,0,0.0,0,13,67.0,20500.0,4,90000.0,79.5
32.965406,-96.906211,71ad091a-05ba-4830-989b-82130c7273d3,1008 E RUSSELL AVE,CARROLLTON,TX,75006-3906,dallas,1,SINGLE FAMILY RESIDENCES,SF-7/14,Single Family Residential District,Residential,Single Family,04,,1.0,1951.0,,,32.965566,-96.906292,335,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,13,1.0,0.93,0,0,0.0,2,40000.0,0,13,78.0,299500.0,2,150000.0,31.5
32.690619,-96.608116,949fe771-e467-4d9c-9d49-4578475dcb15,12263 RAVENVIEW RD,DALLAS,TX,75253-1907,dallas,1,SINGLE FAMILY RESIDENCES,R-10(A,Single Family District 10000 Square Feet,Residential,Single Family,04,,1.0,1925.0,,,32.690732,-96.60805,336,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,1,0,0,0,5,0,0,6,8.0,5,1.75,1.15,1,0,10000.0,1,10000.0,0,5,70.0,188000.0,3,500100000.0,20.5
32.917604,-96.781872,7472c5db-7a6c-4aa4-9af3-bd86b0404a86,12444 BRECKENRIDGE DR,DALLAS,TX,75230-1902,dallas,1,SINGLE FAMILY RESIDENCES,R-1/2AC(A,Single Family District 0.5 Acre,Residential,Single Family,21,,2.0,1974.0,,,32.917738,-96.78148,337,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,3,0,0,3,2.4,21,2.0,1.12,4,1,68000.0,2,70000.0,1,9,62.0,17500.0,2,40000.0,57.5
32.747711,-96.591383,c6957261-083e-4ae7-834b-a2be7d64a224,407 BARTON DR,MESQUITE,TX,75149-5983,dallas,1,SINGLE FAMILY RESIDENCES,R-2A,Single Family Residential,Residential,Single Family,14,,1.0,1986.0,,,32.747913,-96.591463,338,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,0,0,0,0,0.0,9,1.75,1.18,2,0,17000.0,1,10000.0,0,5,65.0,105000.0,4,501020000.0,29.5
32.968711,-96.794088,03e90954-afae-4630-abb9-a1808ea6af4b,6524 BARKWOOD LN,DALLAS,TX,75248-3911,dallas,1,SINGLE FAMILY RESIDENCES,R-7.5(A,Single Family District 7500 Square Feet,Residential,Single Family,21,,1.0,1979.0,,,32.968726,-96.794032,339,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,5,0,0,5,4.0,20,1.75,1.08,4,0,13000.0,0,0.0,0,12,67.0,4500.0,3,90000.0,44.0
32.972709,-96.802357,225ea29a-0f61-4681-ac48-a259cf3bfcfb,999999 NO NAME ST,DALLAS,TX,75208,dallas,2,RAILROAD CORRIDOR,R-16(A,Single Family District 16000 Square Feet,Residential,Single Family,LAND ONLY,0.0,,,,,32.97359,-96.802021,340,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,0,0,0,2,0,0,2,1.6,17,1.75,1.05,3,0,10000.0,0,0.0,0,11,67.0,3000.0,2,60000.0,35.5
32.786313,-96.734283,8e6d132a-1178-4242-8872-28888fd6b5aa,5000 DOLPHIN RD,DALLAS,TX,75223-3112,dallas,2,COMMERCIAL IMPROVEMENTS,R-7.5(A,Single Family District 7500 Square Feet,Residential,Single Family,AUTOMOTIVE SERVICE,0.0,2.0,1989.0,,,32.785793,-96.735143,341,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,-9999.0,NP,"Moderate/minimal risk (shaded=0.2%, unshaded=minimal)",ok,0,0,4,3,0,16,0,0,23,25.3,10,1.75,1.05,1,0,5000.0,0,0.0,0,6,61.0,10055000.0,6,350150000.0,28.0
